"Name","Total","Provisioned","InUse","Datacenter"
"su4a_1_ds0","1.999755859375","1.37832977622747","0.41966724395752","PCS-WOK1"
"su6d_1_ds0","3.280029296875","2.74556446075439","1.45398616790771","PCS-WOK1"
"Test_Netapp_0","1.5","0.386675834655762","0.386675834655762","PCS-WOK1"
"Test_SVC_0","0.488037109375","0.46479606628418","0.46479606628418","PCS-WOK1"
"Test_Netapp_1","1.5","0.243121147155762","0.243121147155762","PCS-WOK1"
"su6d_1_dsInfra","0.488037109375","0.380427695810795","0.0815420150756836","PCS-WOK1"
"spsp_1_ds0","4.7998046875","1.53113926947117","0.365166664123535","PCS-WOK1"
"spsp_1_dsInfra","0.48828125","0.000928878784179688","0.000928878784179688","PCS-WOK1"
"isse_1_ds0","2.499755859375","2.1939754486084","0.787239074707031","PCS-WOK1"
"isse_1_ds1","2.499755859375","2.13793254643679","1.37027835845947","PCS-WOK1"
"isse_1_ds2","2.5","2.24229145050049","1.37410926818848","PCS-WOK1"
"isse_1_ds3","2.499755859375","2.22183418273926","2.05580234527588","PCS-WOK1"
"isse_1_ds4","2.499755859375","2.29342842102051","0.887990951538086","PCS-WOK1"
"isse_1_ds5","2.499755859375","2.15242004301399","2.07781791687012","PCS-WOK1"
"isse_1_ds6","2.499755859375","0.000942230224609375","0.000942230224609375","PCS-WOK1"
"su4a-1-DS-1","1.999755859375","1.04647064208984","0.322444915771484","PCS-HOU1"
"su6d_2_bc0","2.497802734375","1.48689278587699","0.847953796386719","PCS-HOU1"
"Test_Dstore_Netapp_01","0.999755859375","0.608449935913086","0.591994285583496","PCS-HOU1"
"Test_Dstore_Netapp_02","1.099853515625","0.635699272155762","0.635699272155762","PCS-HOU1"
"Test_Dstore_SVC_01","0.999755859375","0.489215850830078","0.489215850830078","PCS-HOU1"
"Test_Dstore_SVC_02","0.999755859375","0.538041114807129","0.538041114807129","PCS-HOU1"
"isse_2_ds0","2.499755859375","2.2778902053833","0.740707397460938","PCS-HOU1"
"isse_2_ds1","2.499755859375","2.41497740894556","0.814445495605469","PCS-HOU1"
"isse_2_ds2","2.5","2.26489958912134","0.837023735046387","PCS-HOU1"
"isse_2_dsInfra","7.499755859375","6.83662652596831","3.71445560455322","PCS-HOU1"
"wok1p1c2_datastore1","1.562255859375","1.3290433883667","1.18663787841797","WOK1"
"wok1p1c2_datastore2","1.562255859375","0.979602813720703","0.904640197753906","WOK1"
"wok1p1c2_datastore0","1.562255859375","1.30008315946907","0.987434387207031","WOK1"
"wok1p1c2_datastore3","1.562255859375","1.39888129383326","0.873191833496094","WOK1"
"wok1p1c2_datastore4","1.562255859375","1.14254188537598","0.927093505859375","WOK1"
"wok1p1c2_datastore5","1.562255859375","1.19214630126953","0.988937377929688","WOK1"
"wok1p1c2_datastore6","1.562255859375","1.43861865997314","1.03566741943359","WOK1"
"wok1p1c2_datastore7","1.562255859375","1.14346504118294","0.681510925292969","WOK1"
"wok1p1c2_datastore9","1.562255859375","1.04061889648438","0.940254211425781","WOK1"
"wok1p1c2_datastore10","1.562255859375","1.03514289762825","0.51544189453125","WOK1"
"wok1p1c2_datastore11","1.562255859375","1.02042388916016","0.52764892578125","WOK1"
"wok1p1c2_datastore12","1.562255859375","1.61804962158203","1.43507385253906","WOK1"
"wok1p1c2_datastore13","1.562255859375","1.37357425689697","1.21672058105469","WOK1"
"wok1p1c2_datastore14","1.562255859375","0.880470275878906","0.790634155273438","WOK1"
"wok1p1c2_datastore15","1.562255859375","0.684173583984375","0.630661010742188","WOK1"
"wok1p1c2_datastore17","1.562255859375","0.0289077758789063","0.006134033203125","WOK1"
"wok1p1c1_datastore17","1.562255859375","0.010223388671875","0.010223388671875","WOK1"
"wok1p1c2_datastore18","1.562255859375","1.26442718505859","1.14656066894531","WOK1"
"wok1p1c2_datastore19","1.562255859375","1.4051513671875","0.607429504394531","WOK1"
"wok1p1c1_datastore19","1.562255859375","0.634368896484375","0.39593505859375","WOK1"
"wok1p1c1_datastore20","1.562255859375","0.587913513183594","0.190948486328125","WOK1"
"wok1p1c2_datastore20","1.562255859375","1.30833435058594","1.2127685546875","WOK1"
"wok1p1c2_datastore21","1.562255859375","1.48968505859375","0.911514282226563","WOK1"
"wok1p1c2_datastore22","1.562255859375","1.36340427398682","1.07452392578125","WOK1"
"wok1p1c2_datastore23","1.562255859375","1.29936981201172","0.929092407226563","WOK1"
"wok1p1c2_datastore24","1.562255859375","1.30399322509766","0.911994934082031","WOK1"
"wok1p1c2_datastore25","1.562255859375","0.97344970703125","0.550315856933594","WOK1"
"wok1p1c1_datastore21","1.562255859375","0.698089599609375","0.380813598632813","WOK1"
"wok1p1c2_datastore26","1.562255859375","1.41821463778615","0.806236267089844","WOK1"
"wok1p1c2_datastore31","1.562255859375","1.19025421142578","0.933876037597656","WOK1"
"wok1p1c1_datastore22","1.562255859375","0.933645270764828","0.480232238769531","WOK1"
