"Name","Total","Provisioned","InUse","Datacenter"
"su4a_1_ds0","1.999755859375","1.37832977622747","0.419663429260254","PCS-WOK1"
"su6d_1_ds0","3.280029296875","2.74531650543213","1.45157814025879","PCS-WOK1"
"Test_Netapp_0","1.5","0.386675834655762","0.386675834655762","PCS-WOK1"
"Test_SVC_0","0.488037109375","0.46479606628418","0.46479606628418","PCS-WOK1"
"Test_Netapp_1","1.5","0.243121147155762","0.243121147155762","PCS-WOK1"
"su6d_1_dsInfra","0.488037109375","0.380427695810795","0.081416130065918","PCS-WOK1"
"spsp_1_ds0","4.7998046875","1.52962207794189","0.438662528991699","PCS-WOK1"
"spsp_1_dsInfra","0.48828125","0.000928878784179688","0.000928878784179688","PCS-WOK1"
"isse_1_ds0","2.499755859375","2.1939697265625","0.785760879516602","PCS-WOK1"
"isse_1_ds1","2.499755859375","2.13793063908815","1.36983203887939","PCS-WOK1"
"isse_1_ds2","2.5","2.25266265869141","1.35893249511719","PCS-WOK1"
"isse_1_ds3","2.499755859375","2.12418365478516","2.05329322814941","PCS-WOK1"
"isse_1_ds4","2.499755859375","2.29343891143799","0.886125564575195","PCS-WOK1"
"isse_1_ds5","2.499755859375","2.12116908933967","2.07685089111328","PCS-WOK1"
"isse_1_ds6","2.499755859375","0.000942230224609375","0.000942230224609375","PCS-WOK1"
"su4a-1-DS-1","1.999755859375","1.04647064208984","0.321089744567871","PCS-HOU1"
"su6d_2_bc0","2.497802734375","1.48764046654105","0.847200393676758","PCS-HOU1"
"Test_Dstore_Netapp_01","0.999755859375","0.608449935913086","0.591989517211914","PCS-HOU1"
"Test_Dstore_Netapp_02","1.099853515625","0.635699272155762","0.635699272155762","PCS-HOU1"
"Test_Dstore_SVC_01","0.999755859375","0.489215850830078","0.489215850830078","PCS-HOU1"
"Test_Dstore_SVC_02","0.999755859375","0.538041114807129","0.538041114807129","PCS-HOU1"
"isse_2_ds0","2.499755859375","2.24663639068604","0.737296104431152","PCS-HOU1"
"isse_2_ds1","2.499755859375","2.41495356708765","0.812880516052246","PCS-HOU1"
"isse_2_ds2","2.5","2.16724238544703","0.832003593444824","PCS-HOU1"
"isse_2_dsInfra","7.499755859375","6.85531472787261","3.6932430267334","PCS-HOU1"
"wok1p1c2_datastore1","1.562255859375","1.3290433883667","1.18630218505859","WOK1"
